seq_id	class	organism	mtrA_score	mtoA_score	desc
WP_256898955.1	other	Vibrio diabolicus	374.4	253.3	WP_256898955.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_176320380.1	other	Vibrio diabolicus	374.4	251.8	WP_176320380.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_042780710.1	other	Vibrio parahaemolyticus	374.4	246.3	WP_042780710.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_020840428.1	other	Vibrio parahaemolyticus	374.4	251.9	WP_020840428.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QQC99744.1	other	Vibrio parahaemolyticus	374.4	251.9	QQC99744.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_062889318.1	other	Vibrio parahaemolyticus	374.3	251.2	WP_062889318.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_021453735.1	other	Vibrio parahaemolyticus	374.3	251.6	WP_021453735.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_257082377.1	other	Vibrio	374.3	254.0	WP_257082377.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio]
ETJ91415.1	other	Vibrio parahaemolyticus EKP-008	374.3	251.6	ETJ91415.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus EKP-008]
EQM13373.1	other	Vibrio parahaemolyticus 3259	374.3	251.6	EQM13373.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus 3259]
WP_140261476.1	other	Vibrio parahaemolyticus	374.2	251.7	WP_140261476.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_301576043.1	other	Vibrio antiquarius	374.2	253.9	WP_301576043.1 DmsE family decaheme c-type cytochrome [Vibrio antiquarius]
WP_274032659.1	other	Vibrio parahaemolyticus	374.2	251.4	WP_274032659.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140359623.1	other	Vibrio parahaemolyticus	374.2	251.7	WP_140359623.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_031381020.1	other	Vibrio parahaemolyticus	374.2	251.0	WP_031381020.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140378706.1	other	Vibrio parahaemolyticus	374.1	250.3	WP_140378706.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPB45543.1	other	Vibrio parahaemolyticus	374.1	250.3	TPB45543.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140269190.1	other	Vibrio parahaemolyticus	374.1	250.7	WP_140269190.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QGT90228.1	other	Vibrio parahaemolyticus	374.0	250.6	QGT90228.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_069497971.1	other	Vibrio parahaemolyticus	374.0	249.8	WP_069497971.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QPM86490.1	other	Vibrio parahaemolyticus	374.0	250.6	QPM86490.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WMO10394.1	other	Vibrio parahaemolyticus	374.0	251.3	WMO10394.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_237311819.1	other	Vibrio	374.0	251.6	WP_237311819.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio]
WP_258487552.1	other	Vibrio diabolicus	374.0	251.9	WP_258487552.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
TPA38775.1	other	Vibrio parahaemolyticus	374.0	250.9	TPA38775.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_193237937.1	other	Vibrio parahaemolyticus	374.0	250.5	WP_193237937.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140364154.1	other	Vibrio parahaemolyticus	374.0	250.9	WP_140364154.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WMN92769.1	other	Vibrio parahaemolyticus	374.0	251.3	WMN92769.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_025792072.1	other	Vibrio parahaemolyticus	374.0	250.6	WP_025792072.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
UPR05592.1	other	Vibrio parahaemolyticus	374.0	250.6	UPR05592.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
UDY83837.1	other	Vibrio diabolicus	374.0	251.6	UDY83837.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
UAY43705.1	other	Vibrio parahaemolyticus	374.0	250.6	UAY43705.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_029864415.1	other	Vibrio parahaemolyticus	374.0	251.6	WP_029864415.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QHG99480.1	other	Vibrio parahaemolyticus	373.9	251.4	QHG99480.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WCP75991.1	other	Vibrio parahaemolyticus	373.9	251.4	WCP75991.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_317411188.1	other	Vibrio diabolicus	373.9	252.0	WP_317411188.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
XJJ27969.1	other	Vibrio sp. D3	373.9	251.4	XJJ27969.1 DmsE family decaheme c-type cytochrome [Vibrio sp. D3]
QHH04627.1	other	Vibrio parahaemolyticus	373.9	251.4	QHH04627.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_031850307.1	other	Vibrio parahaemolyticus	373.9	251.1	WP_031850307.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QHH15334.1	other	Vibrio parahaemolyticus	373.9	251.4	QHH15334.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_406996338.1	other	Vibrio parahaemolyticus	373.9	251.6	WP_406996338.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XXC40163.1	other	Vibrio parahaemolyticus	373.9	251.4	XXC40163.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_395191319.1	other	Vibrio diabolicus	373.9	253.8	WP_395191319.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
QET60558.1	other	Vibrio parahaemolyticus	373.9	251.1	QET60558.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_256894903.1	other	Vibrio diabolicus	373.9	251.4	WP_256894903.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_025540705.1	other	Vibrio	373.9	251.4	WP_025540705.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio]
QHG94485.1	other	Vibrio parahaemolyticus	373.9	251.4	QHG94485.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WZC76903.1	other	Vibrio parahaemolyticus	373.9	251.4	WZC76903.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XBR00845.1	other	Vibrio parahaemolyticus	373.9	251.4	XBR00845.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WHP51081.1	other	Vibrio parahaemolyticus	373.9	251.4	WHP51081.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
EXJ30075.1	other	Vibrio parahaemolyticus VPTS-2009	373.9	251.4	EXJ30075.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus VPTS-2009]
XAW00118.1	other	Vibrio parahaemolyticus	373.9	251.4	XAW00118.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WHT06599.1	other	Vibrio parahaemolyticus	373.9	251.4	WHT06599.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_069508480.1	other	Vibrio parahaemolyticus	373.9	251.0	WP_069508480.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_065771102.1	other	Vibrio parahaemolyticus	373.9	251.7	WP_065771102.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
YCS24402.1	other	Vibrio parahaemolyticus	373.9	251.4	YCS24402.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPA79668.1	other	Vibrio parahaemolyticus	373.9	251.4	TPA79668.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_182032086.1	other	Vibrio sp. B1FLJ16	373.8	245.6	WP_182032086.1 DmsE family decaheme c-type cytochrome [Vibrio sp. B1FLJ16]
WP_100661816.1	other	Vibrio parahaemolyticus	373.8	250.3	WP_100661816.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_317342948.1	other	Vibrio sp. T13N	373.8	252.1	WP_317342948.1 DmsE family decaheme c-type cytochrome [Vibrio sp. T13N]
UPR16977.1	other	Vibrio parahaemolyticus	373.8	250.3	UPR16977.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
UPR19376.1	other	Vibrio parahaemolyticus	373.8	250.3	UPR19376.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140207286.1	other	Vibrio parahaemolyticus	373.8	250.2	WP_140207286.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_029840841.1	other	Vibrio parahaemolyticus	373.8	250.8	WP_029840841.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_043037879.1	other	Vibrio parahaemolyticus	373.8	251.1	WP_043037879.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_025630905.1	other	Vibrio parahaemolyticus	373.8	250.3	WP_025630905.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
RXP77865.1	other	Vibrio parahaemolyticus	373.7	251.2	RXP77865.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPB30394.1	other	Vibrio parahaemolyticus	373.7	251.2	TPB30394.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPA00050.1	other	Vibrio parahaemolyticus	373.7	251.2	TPA00050.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPB06674.1	other	Vibrio parahaemolyticus	373.7	251.2	TPB06674.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
UJX14376.1	other	Vibrio parahaemolyticus	373.7	251.2	UJX14376.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TXM23186.1	other	Vibrio parahaemolyticus	373.7	251.2	TXM23186.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
RXP62366.1	other	Vibrio parahaemolyticus	373.7	251.2	RXP62366.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPA75097.1	other	Vibrio parahaemolyticus	373.7	251.2	TPA75097.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TXM15981.1	other	Vibrio parahaemolyticus	373.7	251.2	TXM15981.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
EQM50124.1	other	Vibrio parahaemolyticus VPCR-2010	373.7	251.2	EQM50124.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus VPCR-2010]
TPA46841.1	other	Vibrio parahaemolyticus	373.7	251.2	TPA46841.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WCZ11012.1	other	Vibrio parahaemolyticus	373.7	251.2	WCZ11012.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPA55987.1	other	Vibrio parahaemolyticus	373.7	251.2	TPA55987.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT46119.1	other	Vibrio parahaemolyticus	373.7	251.2	TBT46119.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_069540002.1	other	Vibrio parahaemolyticus	373.7	251.8	WP_069540002.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPD17650.1	other	Vibrio parahaemolyticus	373.7	251.2	TPD17650.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPB70611.1	other	Vibrio parahaemolyticus	373.7	251.2	TPB70611.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPA28323.1	other	Vibrio parahaemolyticus	373.7	251.2	TPA28323.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_025442038.1	other	Vibrio parahaemolyticus	373.7	251.2	WP_025442038.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
YCS19783.1	other	Vibrio parahaemolyticus	373.7	251.2	YCS19783.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
UJX01689.1	other	Vibrio parahaemolyticus	373.7	251.2	UJX01689.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPB05904.1	other	Vibrio parahaemolyticus	373.7	251.2	TPB05904.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPB01836.1	other	Vibrio parahaemolyticus	373.7	251.2	TPB01836.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XRN14844.1	other	Vibrio parahaemolyticus	373.7	251.2	XRN14844.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPB32337.1	other	Vibrio parahaemolyticus	373.7	251.2	TPB32337.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QOW04450.1	other	Vibrio parahaemolyticus	373.7	251.2	QOW04450.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPA20151.1	other	Vibrio parahaemolyticus	373.7	251.2	TPA20151.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XHU52285.1	other	Vibrio parahaemolyticus	373.7	251.2	XHU52285.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPC41890.1	other	Vibrio parahaemolyticus	373.7	251.2	TPC41890.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT42365.1	other	Vibrio parahaemolyticus	373.7	251.2	TBT42365.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WMN95052.1	other	Vibrio parahaemolyticus	373.7	251.2	WMN95052.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_005393237.1	other	Vibrio diabolicus	373.7	254.6	WP_005393237.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
CAM3953106.1	other	Vibrio parahaemolyticus	373.7	251.2	CAM3953106.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
RXP74225.1	other	Vibrio parahaemolyticus	373.7	251.2	RXP74225.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TXM84778.1	other	Vibrio parahaemolyticus	373.7	251.2	TXM84778.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140191818.1	other	Vibrio parahaemolyticus	373.7	252.5	WP_140191818.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
UJW90493.1	other	Vibrio parahaemolyticus	373.7	251.2	UJW90493.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
RXP64087.1	other	Vibrio parahaemolyticus	373.7	251.2	RXP64087.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT03669.1	other	Vibrio parahaemolyticus	373.7	251.2	TBT03669.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WOZ58179.1	other	Vibrio parahaemolyticus	373.7	251.2	WOZ58179.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPA63888.1	other	Vibrio parahaemolyticus	373.7	251.2	TPA63888.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
RXQ31285.1	other	Vibrio parahaemolyticus	373.7	251.2	RXQ31285.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPB38607.1	other	Vibrio parahaemolyticus	373.7	251.2	TPB38607.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT76759.1	other	Vibrio parahaemolyticus	373.7	251.2	TBT76759.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TXM52866.1	other	Vibrio parahaemolyticus	373.7	251.2	TXM52866.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
YCS28970.1	other	Vibrio parahaemolyticus	373.7	251.2	YCS28970.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
UYW22552.1	other	Vibrio parahaemolyticus	373.7	252.2	UYW22552.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_432609268.1	other	Vibrio diabolicus	373.7	252.3	WP_432609268.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WYC00623.1	other	Vibrio parahaemolyticus	373.7	251.2	WYC00623.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QNE57027.1	other	Vibrio parahaemolyticus	373.7	251.2	QNE57027.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPB54546.1	other	Vibrio parahaemolyticus	373.7	251.2	TPB54546.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WHT01608.1	other	Vibrio parahaemolyticus	373.7	251.2	WHT01608.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
UJX28370.1	other	Vibrio parahaemolyticus	373.7	251.2	UJX28370.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TOZ64180.1	other	Vibrio parahaemolyticus	373.7	251.2	TOZ64180.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
UJX04722.1	other	Vibrio parahaemolyticus	373.7	251.2	UJX04722.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TXM49179.1	other	Vibrio parahaemolyticus	373.7	251.2	TXM49179.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
RXQ07608.1	other	Vibrio parahaemolyticus	373.7	251.2	RXQ07608.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
RXP98747.1	other	Vibrio parahaemolyticus	373.7	251.2	RXP98747.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TOZ73595.1	other	Vibrio parahaemolyticus	373.7	251.2	TOZ73595.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WCZ05956.1	other	Vibrio parahaemolyticus	373.7	251.2	WCZ05956.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT61156.1	other	Vibrio parahaemolyticus	373.7	251.2	TBT61156.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_069532529.1	other	Vibrio parahaemolyticus	373.7	249.2	WP_069532529.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XYB69671.1	other	Vibrio parahaemolyticus	373.7	251.2	XYB69671.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TOZ95303.1	other	Vibrio parahaemolyticus	373.7	251.2	TOZ95303.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT67394.1	other	Vibrio parahaemolyticus	373.7	251.2	TBT67394.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
UYW16995.1	other	Vibrio parahaemolyticus	373.7	252.2	UYW16995.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_015296565.1	other	Vibrio	373.7	251.2	WP_015296565.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio]
WMN81895.1	other	Vibrio parahaemolyticus	373.7	251.2	WMN81895.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XRN51478.1	other	Vibrio parahaemolyticus	373.7	251.2	XRN51478.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QUD91252.1	other	Vibrio parahaemolyticus	373.7	251.2	QUD91252.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPA91583.1	other	Vibrio parahaemolyticus	373.7	251.2	TPA91583.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
UPR39946.1	other	Vibrio parahaemolyticus	373.7	251.2	UPR39946.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TOZ84051.1	other	Vibrio parahaemolyticus	373.7	251.2	TOZ84051.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TXN11723.1	other	Vibrio parahaemolyticus	373.7	251.2	TXN11723.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT31068.1	other	Vibrio parahaemolyticus	373.7	251.2	TBT31068.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
RXQ22496.1	other	Vibrio parahaemolyticus	373.7	251.2	RXQ22496.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPA85843.1	other	Vibrio parahaemolyticus	373.7	251.2	TPA85843.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
EXJ42408.1	other	Vibrio parahaemolyticus VPTS-2010	373.7	251.2	EXJ42408.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus VPTS-2010]
QLE35631.1	other	Vibrio parahaemolyticus	373.7	251.2	QLE35631.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPA04125.1	other	Vibrio parahaemolyticus	373.7	251.2	TPA04125.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XOJ45639.1	other	Vibrio parahaemolyticus	373.7	251.2	XOJ45639.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
RXQ19994.1	other	Vibrio parahaemolyticus	373.7	251.2	RXQ19994.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QLE31301.1	other	Vibrio parahaemolyticus	373.7	251.2	QLE31301.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_264401290.1	other	Vibrio parahaemolyticus	373.7	252.2	WP_264401290.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TXM25521.1	other	Vibrio parahaemolyticus	373.7	251.2	TXM25521.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TXN16520.1	other	Vibrio parahaemolyticus	373.7	251.2	TXN16520.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_069492290.1	other	Vibrio parahaemolyticus	373.6	250.6	WP_069492290.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140312093.1	other	Vibrio parahaemolyticus	373.6	250.1	WP_140312093.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
UYV27535.1	other	Vibrio parahaemolyticus	373.6	250.2	UYV27535.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_432578933.1	other	Vibrio parahaemolyticus	373.6	250.5	WP_432578933.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WOO28773.1	other	Vibrio parahaemolyticus	373.6	251.5	WOO28773.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
EXJ47372.1	other	Vibrio parahaemolyticus VPTS-2010_2	373.6	250.2	EXJ47372.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus VPTS-2010_2]
WP_407015204.1	other	Vibrio parahaemolyticus	373.6	250.8	WP_407015204.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_273978662.1	other	Vibrio parahaemolyticus	373.6	254.3	WP_273978662.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_031817875.1	other	Vibrio parahaemolyticus	373.6	250.2	WP_031817875.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_203502777.1	other	Vibrio	373.6	251.5	WP_203502777.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio]
WP_140115825.1	other	Vibrio parahaemolyticus	373.6	251.0	WP_140115825.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_318080523.1	other	Vibrio sp. 506	373.6	250.0	WP_318080523.1 DmsE family decaheme c-type cytochrome [Vibrio sp. 506]
WP_140382734.1	other	Vibrio parahaemolyticus	373.5	252.0	WP_140382734.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
BHB30207.1	other	Vibrio sp. JCM 18905	373.5	251.7	BHB30207.1 DmsE family decaheme c-type cytochrome [Vibrio sp. JCM 18905]
WP_140169343.1	other	Vibrio parahaemolyticus	373.5	251.9	WP_140169343.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_258635782.1	other	Vibrio diabolicus	373.5	253.3	WP_258635782.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_069546725.1	other	Vibrio parahaemolyticus	373.5	252.1	WP_069546725.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_274009478.1	other	Vibrio	373.5	251.7	WP_274009478.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio]
WP_330943537.1	other	Vibrio diabolicus	373.5	252.1	WP_330943537.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_120458701.1	other	Vibrio parahaemolyticus	373.5	251.5	WP_120458701.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140141918.1	other	Vibrio parahaemolyticus	373.5	251.8	WP_140141918.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_176296279.1	other	Vibrio parahaemolyticus	373.5	250.0	WP_176296279.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_301615145.1	other	Vibrio antiquarius	373.4	254.3	WP_301615145.1 DmsE family decaheme c-type cytochrome [Vibrio antiquarius]
WP_258482289.1	other	Vibrio parahaemolyticus	373.4	256.1	WP_258482289.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_395192888.1	other	Vibrio diabolicus	373.4	254.2	WP_395192888.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_395218923.1	other	Vibrio diabolicus	373.4	253.8	WP_395218923.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_140278723.1	other	Vibrio parahaemolyticus	373.4	251.1	WP_140278723.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT82247.1	other	Vibrio parahaemolyticus	373.4	251.6	TBT82247.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_182018943.1	other	Vibrio diabolicus	373.4	251.9	WP_182018943.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_447041646.1	other	Vibrio parahaemolyticus	373.4	251.9	WP_447041646.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_069547919.1	other	Vibrio parahaemolyticus	373.4	251.1	WP_069547919.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140309921.1	other	Vibrio parahaemolyticus	373.4	252.0	WP_140309921.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_256936183.1	other	Vibrio diabolicus	373.4	253.4	WP_256936183.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_025574543.1	other	Vibrio parahaemolyticus	373.4	251.6	WP_025574543.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_274058130.1	other	Vibrio parahaemolyticus	373.4	250.1	WP_274058130.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_274008003.1	other	Vibrio parahaemolyticus	373.4	249.0	WP_274008003.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_374092710.1	other	Vibrio diabolicus	373.3	252.5	WP_374092710.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
